# Gyration Radius Results
# Date: 2025-04-04 17:12:55.698520
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9955589480258136,13689,51.71130367277661,0.0
1-1,0.9955589480258136,221,7.8037364547731745,0.0
1-1,0.9955589480258136,114,5.047885502421036,0.0
1-1,0.9955589480258136,61,4.067886703262909,0.0
1-1,0.9955589480258136,32,2.9378324279985746,0.0
1-1,0.9955589480258136,18,2.8289726792164474,0.0
1-1,0.9955589480258136,15,2.6280537792569363,0.0
1-1,0.9955589480258136,11,2.6178122062870126,0.0
1-1,0.9955589480258136,10,1.3453624047073711,0.0
1-1,0.9955589480258136,9,1.6346932652921997,0.0
1-1,0.9955589480258136,6,1.135205520617303,0.0
1-1,0.9955589480258136,5,1.2094966482468887,0.0
1-1,0.9955589480258136,4,0.8669154744541188,0.0
1-1,0.9955589480258136,3,0.7365872933218278,0.0
1-1,0.9955589480258136,2,0.5,0.0
