# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:13:21.110759
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.9694176790950985,5887,1,0.0
1-1,0.9694176790950985,56,1,0.0
1-1,0.9694176790950985,50,1,0.0
1-1,0.9694176790950985,48,1,0.0
1-1,0.9694176790950985,38,1,0.0
1-1,0.9694176790950985,36,2,0.0
1-1,0.9694176790950985,33,1,0.0
1-1,0.9694176790950985,27,1,0.0
1-1,0.9694176790950985,25,1,0.0
1-1,0.9694176790950985,24,1,0.0
1-1,0.9694176790950985,22,1,0.0
1-1,0.9694176790950985,17,3,0.0
1-1,0.9694176790950985,14,3,0.0
1-1,0.9694176790950985,13,1,0.0
1-1,0.9694176790950985,12,2,0.0
1-1,0.9694176790950985,11,1,0.0
1-1,0.9694176790950985,10,2,0.0
1-1,0.9694176790950985,9,2,0.0
1-1,0.9694176790950985,8,4,0.0
1-1,0.9694176790950985,7,6,0.0
1-1,0.9694176790950985,6,8,0.0
1-1,0.9694176790950985,5,12,0.0
1-1,0.9694176790950985,4,20,0.0
1-1,0.9694176790950985,3,27,0.0
1-1,0.9694176790950985,2,69,0.0
