# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:44:43.472294
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.4558551902475065,11,1,0.0
1-1,0.4558551902475065,9,1,0.0
1-1,0.4558551902475065,7,5,0.0
1-1,0.4558551902475065,6,9,0.0
1-1,0.4558551902475065,5,21,0.0
1-1,0.4558551902475065,4,47,0.0
1-1,0.4558551902475065,3,90,0.0
1-1,0.4558551902475065,2,281,0.0
