# Gyration Radius Results
# Date: 2025-04-04 17:12:09.845498
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9961175446817057,14107,52.99927176990939,0.0
1-1,0.9961175446817057,268,9.196854425346032,0.0
1-1,0.9961175446817057,135,5.600803391323239,0.0
1-1,0.9961175446817057,32,5.5841397893946025,0.0
1-1,0.9961175446817057,20,3.5425979167836705,0.0
1-1,0.9961175446817057,19,2.671393743450463,0.0
1-1,0.9961175446817057,16,3.003903710174479,0.0
1-1,0.9961175446817057,15,2.6280537792569363,0.0
1-1,0.9961175446817057,13,2.2438322670482194,0.0
1-1,0.9961175446817057,12,2.2928928438707206,0.0
1-1,0.9961175446817057,11,1.9198829165402616,0.0
1-1,0.9961175446817057,8,1.1726039399558574,0.0
1-1,0.9961175446817057,7,1.0690449676496976,0.0
1-1,0.9961175446817057,6,1.4775221282922901,0.0
1-1,0.9961175446817057,5,1.1262940516245283,0.0
1-1,0.9961175446817057,4,0.8953367698777205,0.0
1-1,0.9961175446817057,3,0.7509459934385125,0.0
1-1,0.9961175446817057,2,0.5,0.0
