# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:14:42.766716
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.9619704433497537,1435,1,0.0
1-1,0.9619704433497537,693,1,0.0
1-1,0.9619704433497537,235,1,0.0
1-1,0.9619704433497537,177,1,0.0
1-1,0.9619704433497537,141,1,0.0
1-1,0.9619704433497537,136,1,0.0
1-1,0.9619704433497537,132,1,0.0
1-1,0.9619704433497537,106,1,0.0
1-1,0.9619704433497537,104,1,0.0
1-1,0.9619704433497537,78,1,0.0
1-1,0.9619704433497537,75,1,0.0
1-1,0.9619704433497537,67,2,0.0
1-1,0.9619704433497537,62,1,0.0
1-1,0.9619704433497537,60,1,0.0
1-1,0.9619704433497537,58,1,0.0
1-1,0.9619704433497537,48,1,0.0
1-1,0.9619704433497537,45,1,0.0
1-1,0.9619704433497537,43,1,0.0
1-1,0.9619704433497537,37,1,0.0
1-1,0.9619704433497537,27,1,0.0
1-1,0.9619704433497537,26,1,0.0
1-1,0.9619704433497537,25,2,0.0
1-1,0.9619704433497537,24,2,0.0
1-1,0.9619704433497537,23,1,0.0
1-1,0.9619704433497537,21,2,0.0
1-1,0.9619704433497537,20,1,0.0
1-1,0.9619704433497537,17,2,0.0
1-1,0.9619704433497537,16,1,0.0
1-1,0.9619704433497537,15,3,0.0
1-1,0.9619704433497537,13,5,0.0
1-1,0.9619704433497537,12,4,0.0
1-1,0.9619704433497537,10,2,0.0
1-1,0.9619704433497537,9,9,0.0
1-1,0.9619704433497537,8,5,0.0
1-1,0.9619704433497537,7,8,0.0
1-1,0.9619704433497537,6,6,0.0
1-1,0.9619704433497537,5,14,0.0
1-1,0.9619704433497537,4,21,0.0
1-1,0.9619704433497537,3,40,0.0
1-1,0.9619704433497537,2,66,0.0
