# Gyration Radius Results
# Date: 2025-04-04 17:14:38.383279
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.8481927710843373,38,4.036965619464994,0.0
1-1,0.8481927710843373,30,4.984420171338332,0.0
1-1,0.8481927710843373,25,3.5272652296077767,0.0
1-1,0.8481927710843373,19,2.8971281988469233,0.0
1-1,0.8481927710843373,14,3.3874016289655358,0.0
1-1,0.8481927710843373,12,2.519218598138515,0.0
1-1,0.8481927710843373,10,2.117755028500139,0.0
1-1,0.8481927710843373,8,1.5657297329910715,0.0
1-1,0.8481927710843373,7,1.4982983545287878,0.0
1-1,0.8481927710843373,6,1.2669288638941487,0.0
1-1,0.8481927710843373,5,1.0583005244258363,0.0
1-1,0.8481927710843373,4,0.9274937977186865,0.0
1-1,0.8481927710843373,3,0.772428959086238,0.0
1-1,0.8481927710843373,2,0.5,0.0
