# Connectivity_type : 1-1
# Concentration Average_cluster_size Standard_deviation
0.8078602620087336 16.409009009009008 0.0
0.9002079002079002 24.94919168591224 0.0
0.8808988764044944 20.209183673469386 0.0
0.8879120879120879 24.054455445544555 0.0
0.8644859813084113 22.686486486486487 0.0
0.8481927710843373 13.607954545454547 0.0
0.8305084745762712 13.908163265306124 0.0
0.7922077922077922 11.346604215456672 0.0
0.9197002141327623 341.08226620100896 0.0
0.9404525605398968 373.68889826931195 0.0
0.9455703532136653 1167.9736680955298 0.0
0.9619704433497537 564.2437525604261 0.0
0.9577988473693995 409.4402173913044 0.0
0.9864481563189411 5717.063471778488 0.0
0.993697640458074 10664.090107510248 0.0
0.9934494566026499 11697.421699385584 0.0
0.9968384232476792 13381.53728321749 0.0
0.9961359093937375 13473.358881754948 0.0
0.9961175446817057 13379.59767488744 0.0
0.9950537492580623 13554.44591728526 0.0
0.9961240310077519 13807.403614060542 0.0
0.9945619736056768 13587.104020804161 0.0
0.9950215731828742 13660.59212808539 0.0
0.9955589480258136 13065.927301874957 0.0
0.994241289951051 13234.615406892557 0.0
0.9933592001193852 12862.958536768572 0.0
0.9913551786596411 10313.200813885891 0.0
0.9694176790950985 4995.191587438779 0.0
0.9542811309404452 2179.166841773482 0.0
0.8973105134474327 178.1149863760218 0.0
0.7419928825622776 13.872901678657072 0.0
