# Gyration Radius Results
# Date: 2025-04-04 17:14:39.368910
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9197002141327623,874,17.25521520162693,0.0
1-1,0.9197002141327623,219,8.554557798217127,0.0
1-1,0.9197002141327623,153,7.237439975581507,0.0
1-1,0.9197002141327623,114,5.99636316371313,0.0
1-1,0.9197002141327623,100,5.952167672369454,0.0
1-1,0.9197002141327623,72,6.181086119549213,0.0
1-1,0.9197002141327623,68,9.706305694867359,0.0
1-1,0.9197002141327623,47,4.745682558126694,0.0
1-1,0.9197002141327623,32,3.8547859862773186,0.0
1-1,0.9197002141327623,29,5.0594562457810275,0.0
1-1,0.9197002141327623,27,3.0180072277723498,0.0
1-1,0.9197002141327623,25,2.969174969583302,0.0
1-1,0.9197002141327623,21,2.1570955529345,0.0
1-1,0.9197002141327623,19,3.968714215054496,0.0
1-1,0.9197002141327623,17,2.0017293561380654,0.0
1-1,0.9197002141327623,15,2.6280537792569363,0.0
1-1,0.9197002141327623,14,2.8616036605728756,0.0
1-1,0.9197002141327623,13,2.0395860933186545,0.0
1-1,0.9197002141327623,12,1.8432180064993053,0.0
1-1,0.9197002141327623,10,1.609334693963273,0.0
1-1,0.9197002141327623,9,1.6625442988392303,0.0
1-1,0.9197002141327623,8,1.3926828823151907,0.0
1-1,0.9197002141327623,7,1.3655947181465715,0.0
1-1,0.9197002141327623,6,1.1646675784364273,0.0
1-1,0.9197002141327623,5,1.1387791641426943,0.0
1-1,0.9197002141327623,4,0.9572492437101616,0.0
1-1,0.9197002141327623,3,0.7432464006223192,0.0
1-1,0.9197002141327623,2,0.5,0.0
