# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:14:37.969606
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.9002079002079002,60,1,0.0
1-1,0.9002079002079002,46,1,0.0
1-1,0.9002079002079002,36,1,0.0
1-1,0.9002079002079002,28,1,0.0
1-1,0.9002079002079002,21,2,0.0
1-1,0.9002079002079002,20,1,0.0
1-1,0.9002079002079002,18,1,0.0
1-1,0.9002079002079002,16,1,0.0
1-1,0.9002079002079002,14,1,0.0
1-1,0.9002079002079002,13,1,0.0
1-1,0.9002079002079002,12,2,0.0
1-1,0.9002079002079002,11,1,0.0
1-1,0.9002079002079002,6,2,0.0
1-1,0.9002079002079002,5,2,0.0
1-1,0.9002079002079002,4,7,0.0
1-1,0.9002079002079002,3,9,0.0
1-1,0.9002079002079002,2,14,0.0
