# Gyration Radius Results
# Date: 2025-04-04 17:14:37.968671
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9002079002079002,60,4.4777846705213005,0.0
1-1,0.9002079002079002,46,4.772221922689167,0.0
1-1,0.9002079002079002,36,5.96588811390679,0.0
1-1,0.9002079002079002,28,5.146204267938354,0.0
1-1,0.9002079002079002,21,3.2524574468634952,0.0
1-1,0.9002079002079002,20,2.7436289836637897,0.0
1-1,0.9002079002079002,18,3.8445889503991015,0.0
1-1,0.9002079002079002,16,2.0832291640623697,0.0
1-1,0.9002079002079002,14,1.8598880808987908,0.0
1-1,0.9002079002079002,13,2.6956023796823434,0.0
1-1,0.9002079002079002,12,2.490221113774522,0.0
1-1,0.9002079002079002,11,2.185602778212965,0.0
1-1,0.9002079002079002,6,1.2517793522362193,0.0
1-1,0.9002079002079002,5,1.2362570433994657,0.0
1-1,0.9002079002079002,4,1.0460315359026215,0.0
1-1,0.9002079002079002,3,0.733257739671582,0.0
1-1,0.9002079002079002,2,0.5,0.0
