# Gyration Radius Results
# Date: 2025-04-04 17:44:49.277281
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.7738710214964173,48,3.039454103946957,0.0
1-1,0.7738710214964173,45,3.206936925548185,0.0
1-1,0.7738710214964173,44,2.7024437976281472,0.0
1-1,0.7738710214964173,39,3.1562425750623833,0.0
1-1,0.7738710214964173,38,2.663620721172665,0.0
1-1,0.7738710214964173,37,2.8726252765021023,0.0
1-1,0.7738710214964173,35,2.1415233944506866,0.0
1-1,0.7738710214964173,33,2.7690404367419794,0.0
1-1,0.7738710214964173,31,2.519022323271566,0.0
1-1,0.7738710214964173,29,2.437811488050757,0.0
1-1,0.7738710214964173,27,2.5391003602913593,0.0
1-1,0.7738710214964173,26,2.2406941020968474,0.0
1-1,0.7738710214964173,25,2.5336140195380983,0.0
1-1,0.7738710214964173,24,2.2520370398490193,0.0
1-1,0.7738710214964173,23,2.22717364780273,0.0
1-1,0.7738710214964173,22,2.106420857271401,0.0
1-1,0.7738710214964173,21,2.1973001118837727,0.0
1-1,0.7738710214964173,20,2.656124997058685,0.0
1-1,0.7738710214964173,19,1.9423253434363097,0.0
1-1,0.7738710214964173,18,2.0432844561077452,0.0
1-1,0.7738710214964173,17,1.9896417137404345,0.0
1-1,0.7738710214964173,16,1.785175913093653,0.0
1-1,0.7738710214964173,15,1.748656367176875,0.0
1-1,0.7738710214964173,14,1.717844974852254,0.0
1-1,0.7738710214964173,13,1.6241862357222432,0.0
1-1,0.7738710214964173,12,1.5848147041095573,0.0
1-1,0.7738710214964173,11,1.482984951266808,0.0
1-1,0.7738710214964173,10,1.3776110209275088,0.0
1-1,0.7738710214964173,9,1.3447469081924366,0.0
1-1,0.7738710214964173,8,1.268463380805008,0.0
1-1,0.7738710214964173,7,1.178704995141463,0.0
1-1,0.7738710214964173,6,1.065880977121507,0.0
1-1,0.7738710214964173,5,0.974367819552061,0.0
1-1,0.7738710214964173,4,0.8374279395002778,0.0
1-1,0.7738710214964173,3,0.6966326495188786,0.0
1-1,0.7738710214964173,2,0.5,0.0
