# Gyration Radius Results
# Date: 2025-04-04 17:44:57.479899
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9078247084135432,153,5.244306946633293,0.0
1-1,0.9078247084135432,83,3.593069246554892,0.0
1-1,0.9078247084135432,76,3.7958416889306412,0.0
1-1,0.9078247084135432,73,3.5874198994538102,0.0
1-1,0.9078247084135432,72,3.401927331366917,0.0
1-1,0.9078247084135432,65,2.8135765526730347,0.0
1-1,0.9078247084135432,62,4.244510441332014,0.0
1-1,0.9078247084135432,61,3.236864385604191,0.0
1-1,0.9078247084135432,60,3.1244728595702416,0.0
1-1,0.9078247084135432,58,3.2506287693240505,0.0
1-1,0.9078247084135432,55,2.979932885150268,0.0
1-1,0.9078247084135432,54,3.59626578161521,0.0
1-1,0.9078247084135432,50,3.2776821078316916,0.0
1-1,0.9078247084135432,44,2.877132698014374,0.0
1-1,0.9078247084135432,41,2.3649734344443707,0.0
1-1,0.9078247084135432,40,2.5960306238563517,0.0
1-1,0.9078247084135432,37,2.3982937233409496,0.0
1-1,0.9078247084135432,36,2.7812478325695538,0.0
1-1,0.9078247084135432,31,2.336512159004234,0.0
1-1,0.9078247084135432,27,2.168684243729934,0.0
1-1,0.9078247084135432,26,2.2899962533237224,0.0
1-1,0.9078247084135432,24,1.91258623625475,0.0
1-1,0.9078247084135432,23,2.265880734051371,0.0
1-1,0.9078247084135432,22,1.8745061105458127,0.0
1-1,0.9078247084135432,21,2.0,0.0
1-1,0.9078247084135432,20,1.7765068491919576,0.0
1-1,0.9078247084135432,19,1.894736842105263,0.0
1-1,0.9078247084135432,18,1.5742919239227504,0.0
1-1,0.9078247084135432,17,1.7917707428918652,0.0
1-1,0.9078247084135432,16,1.7807808185372078,0.0
1-1,0.9078247084135432,15,1.7473229875748604,0.0
1-1,0.9078247084135432,14,1.6548841323492351,0.0
1-1,0.9078247084135432,13,1.493676978607544,0.0
1-1,0.9078247084135432,12,1.5050801613698794,0.0
1-1,0.9078247084135432,11,1.5411872948105554,0.0
1-1,0.9078247084135432,10,1.3869059161324124,0.0
1-1,0.9078247084135432,9,1.2896036843787793,0.0
1-1,0.9078247084135432,8,1.1945801832026544,0.0
1-1,0.9078247084135432,7,1.216208656146975,0.0
1-1,0.9078247084135432,6,1.0671836810699022,0.0
1-1,0.9078247084135432,5,0.9610238260612068,0.0
1-1,0.9078247084135432,4,0.826122957293606,0.0
1-1,0.9078247084135432,3,0.6939084692595866,0.0
1-1,0.9078247084135432,2,0.5,0.0
