# Gyration Radius Results
# Date: 2025-04-04 17:13:23.244201
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.7419928825622776,49,4.5089572567860445,0.0
1-1,0.7419928825622776,31,3.701674396846723,0.0
1-1,0.7419928825622776,25,2.6683328128252666,0.0
1-1,0.7419928825622776,18,3.8445889503991015,0.0
1-1,0.7419928825622776,14,2.588238704570491,0.0
1-1,0.7419928825622776,12,2.1714690367992304,0.0
1-1,0.7419928825622776,9,1.699657650414724,0.0
1-1,0.7419928825622776,8,1.4639301943303462,0.0
1-1,0.7419928825622776,7,1.456862718169367,0.0
1-1,0.7419928825622776,6,1.2290401007508802,0.0
1-1,0.7419928825622776,5,1.10670542467213,0.0
1-1,0.7419928825622776,4,1.0093769319944284,0.0
1-1,0.7419928825622776,3,0.7340901280841434,0.0
1-1,0.7419928825622776,2,0.5,0.0
