# Cluster Size Distribution ➜ 11 frames averaged.
# Date: 2025-04-04 16:50:16.842547
# Frames averaged: 11
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
SiO_4-SiO_4,0.23262051734273956,4,22,0.4472135954999579
SiO_4-SiO_4,0.23262051734273956,3,18,0.8090398349558905
SiO_4-SiO_4,0.23262051734273956,2,59,0.504524979109513
