# Largest Cluster Size Results
# Date: 2025-04-04 16:50:16.838999
# Frames averaged: 11
# Connectivity_type,Concentration,Largest_cluster_size,Standard_deviation_ddof=1
SiO_4-SiO_4,0.23223304473304474,6296.818181818182,17.440287737409506
SiO_4-SiO_5,0.24442841109507774,6059.545454545455,58.217460673518964
SiO_5-SiO_5,0.07930161402383623,262.09090909090907,66.17772215096943
SiO_5-SiO_6,0.043149751483084815,40.81818181818182,4.1908992309093245
SiO_6-SiO_6,0.007098097375875152,7.0,0.8944271909999159
# Date: 2025-04-04 16:50:52.042854
SiO_6-SiO_6-2plus_common_neighbors,0.005434637379081824,4.7272727272727275,0.4670993664969138
