# Correlation Length Results
# Date: 2025-04-04 16:50:16.841077
# Frames averaged: 11
# Connectivity_type,Concentration,Correlation_length,Standard_deviation_ddof=1
SiO_4-SiO_4,0.23162845385067607,2.0166559760424807,0.11015252812796467
SiO_4-SiO_5,0.2456275720164609,5.457653033182108,1.4516105990677362
SiO_5-SiO_5,0.08061434450323339,21.803903434194442,2.236434339281303
SiO_5-SiO_6,0.04254850088183421,5.533876875391514,0.6366058280494492
SiO_6-SiO_6,0.007275132275132275,2.1136661505049243,0.3742336238439084
# Date: 2025-04-04 16:50:52.043484
SiO_6-SiO_6-2plus_common_neighbors,0.00565843621399177,1.1812350507117337,0.2549751549119052
