# Cluster Size Distribution ➜ 11 frames averaged.
# Date: 2025-04-04 16:50:16.842673
# Frames averaged: 11
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
SiO_5-SiO_6,0.042328042328042326,48,1,0.0
SiO_5-SiO_6,0.042328042328042326,46,1,0.0
SiO_5-SiO_6,0.042328042328042326,45,1,0.0
SiO_5-SiO_6,0.042328042328042326,41,4,0.0
SiO_5-SiO_6,0.042328042328042326,40,2,0.0
SiO_5-SiO_6,0.042328042328042326,39,1,0.0
SiO_5-SiO_6,0.042328042328042326,38,1,0.0
SiO_5-SiO_6,0.042328042328042326,35,3,0.0
SiO_5-SiO_6,0.042328042328042326,31,1,0.0
SiO_5-SiO_6,0.042328042328042326,24,3,0.0
SiO_5-SiO_6,0.042328042328042326,23,7,0.408248290463863
SiO_5-SiO_6,0.042328042328042326,22,3,0.0
SiO_5-SiO_6,0.042328042328042326,20,2,0.0
SiO_5-SiO_6,0.042328042328042326,19,14,0.6992058987801011
SiO_5-SiO_6,0.042328042328042326,18,12,0.7071067811865476
SiO_5-SiO_6,0.042328042328042326,17,16,1.213559752433836
SiO_5-SiO_6,0.042328042328042326,16,9,0.48795003647426666
SiO_5-SiO_6,0.042328042328042326,15,24,0.9816498172140428
SiO_5-SiO_6,0.042328042328042326,14,21,1.286683937707919
SiO_5-SiO_6,0.042328042328042326,13,24,1.1677484162422844
SiO_5-SiO_6,0.042328042328042326,12,54,1.5782614139961386
SiO_5-SiO_6,0.042328042328042326,11,49,1.2135597524338357
SiO_5-SiO_6,0.042328042328042326,10,47,2.195035721390843
SiO_5-SiO_6,0.042328042328042326,9,67,1.1361818036340359
SiO_5-SiO_6,0.042328042328042326,8,55,2.0976176963403033
SiO_5-SiO_6,0.042328042328042326,7,108,2.786330268226716
SiO_5-SiO_6,0.042328042328042326,6,215,3.2669140289770824
SiO_5-SiO_6,0.042328042328042326,5,392,3.5006492904239144
SiO_5-SiO_6,0.042328042328042326,4,478,5.520210799664019
SiO_5-SiO_6,0.042328042328042326,3,309,5.029006769821362
SiO_5-SiO_6,0.042328042328042326,2,287,2.9480347845486987
