# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:13:12.334579
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.9933592001193852,13086,1,0.0
1-1,0.9933592001193852,12,2,0.0
1-1,0.9933592001193852,9,2,0.0
1-1,0.9933592001193852,7,2,0.0
1-1,0.9933592001193852,6,4,0.0
1-1,0.9933592001193852,5,6,0.0
1-1,0.9933592001193852,4,7,0.0
1-1,0.9933592001193852,3,13,0.0
1-1,0.9933592001193852,2,25,0.0
