# Gyration Radius Results
# Date: 2025-04-04 17:44:52.787564
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.8506040268456376,216,6.4434416125867715,0.0
1-1,0.8506040268456376,142,5.217763366871683,0.0
1-1,0.8506040268456376,120,4.012644943730312,0.0
1-1,0.8506040268456376,108,4.00188857234259,0.0
1-1,0.8506040268456376,107,4.906052490039715,0.0
1-1,0.8506040268456376,98,4.120996410082361,0.0
1-1,0.8506040268456376,97,3.720664118347719,0.0
1-1,0.8506040268456376,86,3.765234064549467,0.0
1-1,0.8506040268456376,81,4.17506697798855,0.0
1-1,0.8506040268456376,77,3.5746620545420558,0.0
1-1,0.8506040268456376,70,3.465927446041606,0.0
1-1,0.8506040268456376,69,3.655393106187698,0.0
1-1,0.8506040268456376,65,3.39104284809749,0.0
1-1,0.8506040268456376,59,3.6804910349050868,0.0
1-1,0.8506040268456376,57,3.514722927793109,0.0
1-1,0.8506040268456376,53,3.2816767961731883,0.0
1-1,0.8506040268456376,52,3.5176015564670156,0.0
1-1,0.8506040268456376,51,2.728779048709554,0.0
1-1,0.8506040268456376,48,3.6944379177051787,0.0
1-1,0.8506040268456376,46,3.1620640635069095,0.0
1-1,0.8506040268456376,44,3.0467263287525594,0.0
1-1,0.8506040268456376,43,3.062182313187699,0.0
1-1,0.8506040268456376,38,2.844676669827134,0.0
1-1,0.8506040268456376,35,2.5089132981192783,0.0
1-1,0.8506040268456376,33,2.371393642001679,0.0
1-1,0.8506040268456376,31,2.6406410652540853,0.0
1-1,0.8506040268456376,30,2.580464705238254,0.0
1-1,0.8506040268456376,29,2.4208269015333457,0.0
1-1,0.8506040268456376,28,2.5506125455717195,0.0
1-1,0.8506040268456376,27,2.285743972584929,0.0
1-1,0.8506040268456376,25,2.9414926116046134,0.0
1-1,0.8506040268456376,24,2.0504477486740122,0.0
1-1,0.8506040268456376,23,2.5108687835813392,0.0
1-1,0.8506040268456376,22,2.301864018308751,0.0
1-1,0.8506040268456376,21,2.0326126773594924,0.0
1-1,0.8506040268456376,20,2.1175341050143035,0.0
1-1,0.8506040268456376,19,1.920272443133444,0.0
1-1,0.8506040268456376,18,1.9613050586369263,0.0
1-1,0.8506040268456376,17,1.9428498172894424,0.0
1-1,0.8506040268456376,16,1.8820531085697492,0.0
1-1,0.8506040268456376,15,1.6360937191185079,0.0
1-1,0.8506040268456376,14,1.8243331231312616,0.0
1-1,0.8506040268456376,13,1.636159557186126,0.0
1-1,0.8506040268456376,12,1.4811817935194427,0.0
1-1,0.8506040268456376,11,1.494192340671943,0.0
1-1,0.8506040268456376,10,1.3909904313525807,0.0
1-1,0.8506040268456376,9,1.3442144999934318,0.0
1-1,0.8506040268456376,8,1.2343117599360567,0.0
1-1,0.8506040268456376,7,1.14459717626107,0.0
1-1,0.8506040268456376,6,1.0936189791601874,0.0
1-1,0.8506040268456376,5,0.9585357477700946,0.0
1-1,0.8506040268456376,4,0.8263609798699127,0.0
1-1,0.8506040268456376,3,0.6960725376898652,0.0
1-1,0.8506040268456376,2,0.5,0.0
