# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:14:38.288247
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.8644859813084113,59,1,0.0
1-1,0.8644859813084113,44,1,0.0
1-1,0.8644859813084113,31,1,0.0
1-1,0.8644859813084113,18,1,0.0
1-1,0.8644859813084113,15,3,0.0
1-1,0.8644859813084113,14,1,0.0
1-1,0.8644859813084113,11,1,0.0
1-1,0.8644859813084113,9,2,0.0
1-1,0.8644859813084113,8,1,0.0
1-1,0.8644859813084113,7,3,0.0
1-1,0.8644859813084113,6,1,0.0
1-1,0.8644859813084113,5,1,0.0
1-1,0.8644859813084113,4,7,0.0
1-1,0.8644859813084113,3,10,0.0
1-1,0.8644859813084113,2,16,0.0
