# Gyration Radius Results
# Date: 2025-04-04 17:14:38.287380
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.8644859813084113,59,4.262636047443828,0.0
1-1,0.8644859813084113,44,4.839948688342173,0.0
1-1,0.8644859813084113,31,4.908528541769866,0.0
1-1,0.8644859813084113,18,3.0312161923786087,0.0
1-1,0.8644859813084113,15,2.9822499001519684,0.0
1-1,0.8644859813084113,14,2.40110518771023,0.0
1-1,0.8644859813084113,11,2.2818000723656606,0.0
1-1,0.8644859813084113,9,1.7531305103391137,0.0
1-1,0.8644859813084113,8,1.3169567191065925,0.0
1-1,0.8644859813084113,7,1.3394094287261922,0.0
1-1,0.8644859813084113,6,1.3017082793177757,0.0
1-1,0.8644859813084113,5,1.0954451150103321,0.0
1-1,0.8644859813084113,4,0.9839417891852122,0.0
1-1,0.8644859813084113,3,0.7715476066494082,0.0
1-1,0.8644859813084113,2,0.5,0.0
