# Gyration Radius Results
# Date: 2025-04-04 17:44:54.769858
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.8744306290779269,227,6.258496524401758,0.0
1-1,0.8744306290779269,178,5.575437253535375,0.0
1-1,0.8744306290779269,177,5.2223135649749635,0.0
1-1,0.8744306290779269,158,4.188506029501833,0.0
1-1,0.8744306290779269,131,4.971640335134215,0.0
1-1,0.8744306290779269,96,3.680254180533368,0.0
1-1,0.8744306290779269,94,3.88076299358822,0.0
1-1,0.8744306290779269,93,4.753320641028716,0.0
1-1,0.8744306290779269,87,3.857310971694616,0.0
1-1,0.8744306290779269,71,3.126379877853409,0.0
1-1,0.8744306290779269,69,2.924090381275174,0.0
1-1,0.8744306290779269,68,3.3931413622922153,0.0
1-1,0.8744306290779269,67,3.808573882562235,0.0
1-1,0.8744306290779269,65,3.783051584361602,0.0
1-1,0.8744306290779269,62,4.585725261139787,0.0
1-1,0.8744306290779269,60,3.048715861152739,0.0
1-1,0.8744306290779269,58,3.2756352008556178,0.0
1-1,0.8744306290779269,55,3.182341401802394,0.0
1-1,0.8744306290779269,45,2.7566306146596813,0.0
1-1,0.8744306290779269,41,2.596387001399271,0.0
1-1,0.8744306290779269,40,3.384431266845288,0.0
1-1,0.8744306290779269,39,2.7033973468219115,0.0
1-1,0.8744306290779269,38,2.557790676546363,0.0
1-1,0.8744306290779269,36,2.7135633263157737,0.0
1-1,0.8744306290779269,32,2.3715023587380215,0.0
1-1,0.8744306290779269,30,2.1674357609345143,0.0
1-1,0.8744306290779269,29,2.39051940580493,0.0
1-1,0.8744306290779269,28,2.245744274608927,0.0
1-1,0.8744306290779269,27,2.5310728215590137,0.0
1-1,0.8744306290779269,26,2.6732844413084837,0.0
1-1,0.8744306290779269,25,2.2707561241546705,0.0
1-1,0.8744306290779269,24,2.0944810255493356,0.0
1-1,0.8744306290779269,23,2.0954305244710536,0.0
1-1,0.8744306290779269,22,2.241884776516259,0.0
1-1,0.8744306290779269,21,1.9555492095422364,0.0
1-1,0.8744306290779269,20,1.7781506177156612,0.0
1-1,0.8744306290779269,19,1.9775477471760057,0.0
1-1,0.8744306290779269,17,1.6946894459868158,0.0
1-1,0.8744306290779269,16,1.5985343017690266,0.0
1-1,0.8744306290779269,15,1.6312763031671824,0.0
1-1,0.8744306290779269,14,1.6067459827431416,0.0
1-1,0.8744306290779269,13,1.5746338107333302,0.0
1-1,0.8744306290779269,12,1.542544246202419,0.0
1-1,0.8744306290779269,11,1.355497909001775,0.0
1-1,0.8744306290779269,10,1.34807493471877,0.0
1-1,0.8744306290779269,9,1.2896433097566258,0.0
1-1,0.8744306290779269,8,1.25225515544799,0.0
1-1,0.8744306290779269,7,1.1011963115794037,0.0
1-1,0.8744306290779269,6,1.0511018219754313,0.0
1-1,0.8744306290779269,5,0.9527161170389442,0.0
1-1,0.8744306290779269,4,0.8140289489145215,0.0
1-1,0.8744306290779269,3,0.6886244989290635,0.0
1-1,0.8744306290779269,2,0.5,0.0
