# Gyration Radius Results
# Date: 2025-04-04 17:12:00.728061
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9961359093937375,14190,53.171017770538455,0.0
1-1,0.9961359093937375,274,10.114227196067397,0.0
1-1,0.9961359093937375,140,5.535539167737053,0.0
1-1,0.9961359093937375,22,4.390542051288455,0.0
1-1,0.9961359093937375,21,2.1167724543707496,0.0
1-1,0.9961359093937375,15,2.6280537792569363,0.0
1-1,0.9961359093937375,13,1.5726960230969902,0.0
1-1,0.9961359093937375,12,1.861525658640723,0.0
1-1,0.9961359093937375,10,1.8204921492769097,0.0
1-1,0.9961359093937375,9,2.030629653610785,0.0
1-1,0.9961359093937375,8,1.758905909933786,0.0
1-1,0.9961359093937375,7,1.2427918765108668,0.0
1-1,0.9961359093937375,6,1.2541846714072244,0.0
1-1,0.9961359093937375,5,1.1462389856582236,0.0
1-1,0.9961359093937375,4,0.8869603536312759,0.0
1-1,0.9961359093937375,3,0.7308794870642636,0.0
1-1,0.9961359093937375,2,0.5,0.0
