# Gyration Radius Results
# Date: 2025-04-04 17:12:47.123574
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9950215731828742,14308,53.17415865710431,0.0
1-1,0.9950215731828742,175,7.53135053070341,0.0
1-1,0.9950215731828742,124,5.1805022978735025,0.0
1-1,0.9950215731828742,55,3.5259603931716073,0.0
1-1,0.9950215731828742,49,3.9719969390050167,0.0
1-1,0.9950215731828742,18,2.27980939207591,0.0
1-1,0.9950215731828742,16,2.053959590644373,0.0
1-1,0.9950215731828742,15,2.6280537792569363,0.0
1-1,0.9950215731828742,14,1.92327314540518,0.0
1-1,0.9950215731828742,13,1.5726960230969902,0.0
1-1,0.9950215731828742,9,1.3966450099973926,0.0
1-1,0.9950215731828742,7,1.6841627912502561,0.0
1-1,0.9950215731828742,6,1.2449146843115981,0.0
1-1,0.9950215731828742,5,1.1049518750961895,0.0
1-1,0.9950215731828742,4,0.8830110705864678,0.0
1-1,0.9950215731828742,3,0.7041241452319316,0.0
1-1,0.9950215731828742,2,0.5,0.0
