# Gyration Radius Results
# Date: 2025-04-04 17:14:41.466074
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9455703532136653,2304,25.328111206992716,0.0
1-1,0.9455703532136653,461,13.946669397667836,0.0
1-1,0.9455703532136653,260,10.733158680755269,0.0
1-1,0.9455703532136653,233,7.8496434399831685,0.0
1-1,0.9455703532136653,194,8.087622295372283,0.0
1-1,0.9455703532136653,90,5.081277665710602,0.0
1-1,0.9455703532136653,77,4.174148003291412,0.0
1-1,0.9455703532136653,66,9.671094739577917,0.0
1-1,0.9455703532136653,63,4.0557962839746455,0.0
1-1,0.9455703532136653,62,4.3887568016817715,0.0
1-1,0.9455703532136653,49,4.0289456642337305,0.0
1-1,0.9455703532136653,39,3.390050026879674,0.0
1-1,0.9455703532136653,35,2.8813262252522764,0.0
1-1,0.9455703532136653,31,4.908528541769866,0.0
1-1,0.9455703532136653,30,4.705788397754881,0.0
1-1,0.9455703532136653,29,2.5311378349658713,0.0
1-1,0.9455703532136653,26,3.539506534656454,0.0
1-1,0.9455703532136653,25,2.5424397731313126,0.0
1-1,0.9455703532136653,23,3.467919409149438,0.0
1-1,0.9455703532136653,18,3.1180478223116177,0.0
1-1,0.9455703532136653,17,2.259340015888094,0.0
1-1,0.9455703532136653,16,2.4110330071464112,0.0
1-1,0.9455703532136653,15,2.465159919290575,0.0
1-1,0.9455703532136653,13,1.5839430986133847,0.0
1-1,0.9455703532136653,12,2.242226259970536,0.0
1-1,0.9455703532136653,11,1.7599764220823049,0.0
1-1,0.9455703532136653,10,1.4037777501705289,0.0
1-1,0.9455703532136653,9,1.9309052441091963,0.0
1-1,0.9455703532136653,8,1.8666480653835098,0.0
1-1,0.9455703532136653,7,1.290327161722441,0.0
1-1,0.9455703532136653,6,1.246123976749054,0.0
1-1,0.9455703532136653,5,1.047139676542638,0.0
1-1,0.9455703532136653,4,0.8635898244758474,0.0
1-1,0.9455703532136653,3,0.7532350615730564,0.0
1-1,0.9455703532136653,2,0.5,0.0
