# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:46:10.171570
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.9942420909620237,4,1,0.0
1-1,0.9942420909620237,2,3,0.0
