# Gyration Radius Results
# Date: 2025-04-04 17:14:38.189967
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.8879120879120879,54,4.955667661910819,0.0
1-1,0.8879120879120879,43,4.832175377101664,0.0
1-1,0.8879120879120879,39,6.386726043874148,0.0
1-1,0.8879120879120879,30,4.984420171338332,0.0
1-1,0.8879120879120879,28,5.929862165862074,0.0
1-1,0.8879120879120879,23,4.925148611654364,0.0
1-1,0.8879120879120879,15,2.82213473180223,0.0
1-1,0.8879120879120879,13,2.410529171691138,0.0
1-1,0.8879120879120879,12,2.232960167829044,0.0
1-1,0.8879120879120879,10,2.29128784747792,0.0
1-1,0.8879120879120879,9,1.9436506316151,0.0
1-1,0.8879120879120879,8,1.5811388300841898,0.0
1-1,0.8879120879120879,6,1.2011612359520125,0.0
1-1,0.8879120879120879,5,1.4142135623730951,0.0
1-1,0.8879120879120879,4,1.0172305547637124,0.0
1-1,0.8879120879120879,3,0.7473443128072371,0.0
1-1,0.8879120879120879,2,0.5,0.0
