# Gyration Radius Results
# Date: 2025-04-04 17:11:42.131118
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9934494566026499,12492,52.719156742009325,0.0
1-1,0.9934494566026499,189,10.294558764087576,0.0
1-1,0.9934494566026499,138,5.546110959572249,0.0
1-1,0.9934494566026499,52,3.50438229453811,0.0
1-1,0.9934494566026499,39,2.972811268413593,0.0
1-1,0.9934494566026499,26,5.077068762478494,0.0
1-1,0.9934494566026499,24,4.292475441254495,0.0
1-1,0.9934494566026499,23,3.562565291412434,0.0
1-1,0.9934494566026499,17,2.5191309535722186,0.0
1-1,0.9934494566026499,15,2.6280537792569363,0.0
1-1,0.9934494566026499,13,1.5726960230969902,0.0
1-1,0.9934494566026499,12,2.214610100368493,0.0
1-1,0.9934494566026499,11,1.928473039599675,0.0
1-1,0.9934494566026499,9,1.7321298870215984,0.0
1-1,0.9934494566026499,8,1.7275343701356567,0.0
1-1,0.9934494566026499,7,1.6700593942604898,0.0
1-1,0.9934494566026499,6,1.1940558920539317,0.0
1-1,0.9934494566026499,5,1.1546971441011724,0.0
1-1,0.9934494566026499,4,0.8869603536312759,0.0
1-1,0.9934494566026499,3,0.7415816237971964,0.0
1-1,0.9934494566026499,2,0.5,0.0
