# Gyration Radius Results
# Date: 2025-04-04 17:12:28.720724
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9961240310077519,14465,53.347014836798145,0.0
1-1,0.9961240310077519,322,9.650563528258184,0.0
1-1,0.9961240310077519,141,5.525291543212275,0.0
1-1,0.9961240310077519,16,2.884625399467877,0.0
1-1,0.9961240310077519,15,2.6280537792569363,0.0
1-1,0.9961240310077519,14,2.2131333406899523,0.0
1-1,0.9961240310077519,13,1.5726960230969902,0.0
1-1,0.9961240310077519,12,2.6822461565718467,0.0
1-1,0.9961240310077519,10,1.4730919862656235,0.0
1-1,0.9961240310077519,9,1.5713484026367723,0.0
1-1,0.9961240310077519,7,1.6659862556700857,0.0
1-1,0.9961240310077519,6,1.247219128924647,0.0
1-1,0.9961240310077519,5,1.2548293386917138,0.0
1-1,0.9961240310077519,4,0.9624989455647907,0.0
1-1,0.9961240310077519,3,0.7242935567670741,0.0
1-1,0.9961240310077519,2,0.5,0.0
