# Gyration Radius Results
# Date: 2025-04-04 17:11:23.615077
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.9577988473693995,972,14.883737922348129,0.0
1-1,0.9577988473693995,891,16.54234107244472,0.0
1-1,0.9577988473693995,338,9.528128442120073,0.0
1-1,0.9577988473693995,319,12.924163083590672,0.0
1-1,0.9577988473693995,142,6.123619074803637,0.0
1-1,0.9577988473693995,133,5.399564264888812,0.0
1-1,0.9577988473693995,116,8.991325585848024,0.0
1-1,0.9577988473693995,110,5.086272239003355,0.0
1-1,0.9577988473693995,101,6.196421318353968,0.0
1-1,0.9577988473693995,100,6.220401916275186,0.0
1-1,0.9577988473693995,97,5.892327541823683,0.0
1-1,0.9577988473693995,89,4.416773756700306,0.0
1-1,0.9577988473693995,83,4.96593125387111,0.0
1-1,0.9577988473693995,74,3.932780703441098,0.0
1-1,0.9577988473693995,68,9.706305694867359,0.0
1-1,0.9577988473693995,64,4.951005066839964,0.0
1-1,0.9577988473693995,62,5.806406809862991,0.0
1-1,0.9577988473693995,44,5.408422418584854,0.0
1-1,0.9577988473693995,37,3.207615202693564,0.0
1-1,0.9577988473693995,34,2.958478520406958,0.0
1-1,0.9577988473693995,31,2.613898655468761,0.0
1-1,0.9577988473693995,29,4.936938833084437,0.0
1-1,0.9577988473693995,28,2.7953131327642136,0.0
1-1,0.9577988473693995,25,3.570522375715671,0.0
1-1,0.9577988473693995,23,2.839766224836162,0.0
1-1,0.9577988473693995,21,2.4467227507249016,0.0
1-1,0.9577988473693995,19,2.506913785968461,0.0
1-1,0.9577988473693995,18,2.648561880495778,0.0
1-1,0.9577988473693995,17,1.7290515831410669,0.0
1-1,0.9577988473693995,16,1.6333917931714974,0.0
1-1,0.9577988473693995,15,2.6831112232249636,0.0
1-1,0.9577988473693995,14,2.16163911978986,0.0
1-1,0.9577988473693995,13,2.0052413084584355,0.0
1-1,0.9577988473693995,11,1.767419066556879,0.0
1-1,0.9577988473693995,9,1.4475339843549095,0.0
1-1,0.9577988473693995,8,1.5537781274875255,0.0
1-1,0.9577988473693995,7,1.190610800879653,0.0
1-1,0.9577988473693995,6,1.2775206653021596,0.0
1-1,0.9577988473693995,5,1.0505815651082695,0.0
1-1,0.9577988473693995,4,0.9010705605478424,0.0
1-1,0.9577988473693995,3,0.7287912652627156,0.0
1-1,0.9577988473693995,2,0.5,0.0
