# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 17:11:34.475696
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
1-1,0.993697640458074,11739,1,0.0
1-1,0.993697640458074,146,1,0.0
1-1,0.993697640458074,145,1,0.0
1-1,0.993697640458074,93,1,0.0
1-1,0.993697640458074,73,1,0.0
1-1,0.993697640458074,57,1,0.0
1-1,0.993697640458074,48,1,0.0
1-1,0.993697640458074,44,1,0.0
1-1,0.993697640458074,29,2,0.0
1-1,0.993697640458074,28,2,0.0
1-1,0.993697640458074,27,1,0.0
1-1,0.993697640458074,24,1,0.0
1-1,0.993697640458074,19,1,0.0
1-1,0.993697640458074,17,1,0.0
1-1,0.993697640458074,16,1,0.0
1-1,0.993697640458074,15,2,0.0
1-1,0.993697640458074,13,3,0.0
1-1,0.993697640458074,12,1,0.0
1-1,0.993697640458074,11,1,0.0
1-1,0.993697640458074,10,1,0.0
1-1,0.993697640458074,9,3,0.0
1-1,0.993697640458074,8,4,0.0
1-1,0.993697640458074,7,1,0.0
1-1,0.993697640458074,6,7,0.0
1-1,0.993697640458074,5,5,0.0
1-1,0.993697640458074,4,9,0.0
1-1,0.993697640458074,3,16,0.0
1-1,0.993697640458074,2,24,0.0
