# Gyration Radius Results
# Date: 2025-04-04 17:11:34.474487
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.993697640458074,11739,52.501053026559816,0.0
1-1,0.993697640458074,146,6.364473342174523,0.0
1-1,0.993697640458074,145,6.457478220658083,0.0
1-1,0.993697640458074,93,4.120538979862306,0.0
1-1,0.993697640458074,73,5.43184800877125,0.0
1-1,0.993697640458074,57,3.932095208673207,0.0
1-1,0.993697640458074,48,8.298337977838962,0.0
1-1,0.993697640458074,44,5.177380476171451,0.0
1-1,0.993697640458074,29,3.429134461804934,0.0
1-1,0.993697640458074,28,3.5605802665575164,0.0
1-1,0.993697640458074,27,4.933856050607954,0.0
1-1,0.993697640458074,24,4.154565761504644,0.0
1-1,0.993697640458074,19,2.4347438960463954,0.0
1-1,0.993697640458074,17,3.086974532565159,0.0
1-1,0.993697640458074,16,2.6420576734810313,0.0
1-1,0.993697640458074,15,2.5718910405693487,0.0
1-1,0.993697640458074,13,2.233708412387949,0.0
1-1,0.993697640458074,12,1.913040047208166,0.0
1-1,0.993697640458074,11,1.6006197146962735,0.0
1-1,0.993697640458074,10,1.4317821063276353,0.0
1-1,0.993697640458074,9,1.5800410681850152,0.0
1-1,0.993697640458074,8,1.5203833260729498,0.0
1-1,0.993697640458074,7,1.1428571428571428,0.0
1-1,0.993697640458074,6,1.2646755593636132,0.0
1-1,0.993697640458074,5,1.0482328731824069,0.0
1-1,0.993697640458074,4,0.8482800916287385,0.0
1-1,0.993697640458074,3,0.7603103630798288,0.0
1-1,0.993697640458074,2,0.5,0.0
