# Gyration Radius Results
# Date: 2025-04-04 18:56:31.708187
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
O_4-O_5,0.5136283185840708,78,8.380728106672072,0.0
O_4-O_5,0.5136283185840708,75,9.831387640505861,0.0
O_4-O_5,0.5136283185840708,73,8.609692185879393,0.0
O_4-O_5,0.5136283185840708,60,7.704816342616261,0.0
O_4-O_5,0.5136283185840708,58,9.560473583667498,0.0
O_4-O_5,0.5136283185840708,47,7.027483577560156,0.0
O_4-O_5,0.5136283185840708,39,7.698411132100572,0.0
O_4-O_5,0.5136283185840708,36,6.14456348493708,0.0
O_4-O_5,0.5136283185840708,32,5.7743668327574955,0.0
O_4-O_5,0.5136283185840708,28,6.08973815140541,0.0
O_4-O_5,0.5136283185840708,26,5.479230836161203,0.0
O_4-O_5,0.5136283185840708,23,4.5864903977234714,0.0
O_4-O_5,0.5136283185840708,21,5.117479430522725,0.0
O_4-O_5,0.5136283185840708,19,5.475348703663747,0.0
O_4-O_5,0.5136283185840708,18,5.249208979761765,0.0
O_4-O_5,0.5136283185840708,17,4.754559787309491,0.0
O_4-O_5,0.5136283185840708,16,4.517718169474503,0.0
O_4-O_5,0.5136283185840708,15,4.448739369704609,0.0
O_4-O_5,0.5136283185840708,14,4.091928386571289,0.0
O_4-O_5,0.5136283185840708,13,4.8226235891348015,0.0
O_4-O_5,0.5136283185840708,12,3.799295304766082,0.0
O_4-O_5,0.5136283185840708,11,3.9383331777105814,0.0
O_4-O_5,0.5136283185840708,10,3.4709129627422444,0.0
O_4-O_5,0.5136283185840708,9,3.1164336215729485,0.0
O_4-O_5,0.5136283185840708,8,3.0480149162001946,0.0
O_4-O_5,0.5136283185840708,7,3.0566455264485097,0.0
O_4-O_5,0.5136283185840708,6,2.780438252001142,0.0
O_4-O_5,0.5136283185840708,5,2.5242966030295824,0.0
O_4-O_5,0.5136283185840708,4,2.2294682568954434,0.0
O_4-O_5,0.5136283185840708,3,1.9309220738191133,0.0
O_4-O_5,0.5136283185840708,2,1.3694661987300623,0.0
