# Cluster Size Distribution ➜ 1 frames averaged.
# Date: 2025-04-04 18:56:31.711891
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,N_clusters,Standard_deviation_ddof=1
O_6-O_6,0.024424778761061947,6,2,0.0
O_6-O_6,0.024424778761061947,4,3,0.0
O_6-O_6,0.024424778761061947,3,5,0.0
O_6-O_6,0.024424778761061947,2,15,0.0
