# Gyration Radius Results
# Date: 2025-04-04 17:13:04.345790
# Frames averaged: 1
# Connectivity_type,Concentration,Cluster_size,Gyration_radius,Standard_deviation_ddof=1
1-1,0.994241289951051,13520,52.15762390030526,0.0
1-1,0.994241289951051,70,4.097087068757459,0.0
1-1,0.994241289951051,15,2.6280537792569363,0.0
1-1,0.994241289951051,12,2.1473497877875207,0.0
1-1,0.994241289951051,9,1.6279447567032248,0.0
1-1,0.994241289951051,8,1.489546910976623,0.0
1-1,0.994241289951051,7,1.272415152360677,0.0
1-1,0.994241289951051,6,1.1308934950075804,0.0
1-1,0.994241289951051,5,1.0954451150103321,0.0
1-1,0.994241289951051,4,0.8542905101380667,0.0
1-1,0.994241289951051,3,0.7166099714203531,0.0
1-1,0.994241289951051,2,0.5,0.0
